date,estacion,VH_db,month,tipo,year,VH_z
2021-08-01,Cano Palos,-15.406563401554099,8,manglar,2021,0.4189789018235485
2021-09-01,Cano Palos,-15.312746073243428,9,manglar,2021,0.545038190595608
2021-10-01,Cano Palos,-15.394410058445027,10,manglar,2021,0.4353089531703433
2021-11-01,Cano Palos,-15.214449387175176,11,manglar,2021,0.6771162465106253
2021-12-01,Cano Palos,-15.537751739979138,12,manglar,2021,0.24270540379463806
2022-02-01,Cano Palos,-15.299950153235525,2,manglar,2022,0.5622316515950404
2022-03-01,Cano Palos,-15.42045062231158,3,manglar,2022,0.40031909554648515
2022-04-01,Cano Palos,-15.06594246987772,4,manglar,2022,0.8766601549691545
2022-05-01,Cano Palos,-14.681267797263448,5,manglar,2022,1.3935349851476704
2022-06-01,Cano Palos,-14.891700515778195,6,manglar,2022,1.1107833942848675
2022-07-01,Cano Palos,-15.188663909217132,7,manglar,2022,0.7117633535064116
2022-08-01,Cano Palos,-15.225829725213398,8,manglar,2022,0.6618248569036508
2022-09-01,Cano Palos,-15.032864598211182,9,manglar,2022,0.9211058139050959
2022-10-01,Cano Palos,-14.998568849114683,10,manglar,2022,0.9671878950819686
2022-11-01,Cano Palos,-14.961597016139637,11,manglar,2022,1.0168657430164172
2022-12-01,Cano Palos,-15.09668721300735,12,manglar,2022,0.8353494448670005
2023-01-01,Cano Palos,-14.92351516410994,1,manglar,2023,1.0680350874054363
2023-02-01,Cano Palos,-15.164503471347714,2,manglar,2023,0.7442269470565795
2023-03-01,Cano Palos,-15.191817856898812,3,manglar,2023,0.707525496718801
2023-04-01,Cano Palos,-15.144988545576252,4,manglar,2023,0.7704485172876544
2023-05-01,Cano Palos,-14.80634891814213,5,manglar,2023,1.2254675564466004
2023-06-01,Cano Palos,-14.691398274262475,6,manglar,2023,1.3799229931157697
2023-07-01,Cano Palos,-14.710577607501898,7,manglar,2023,1.354152347641004
2023-08-01,Cano Palos,-15.176904974440639,8,manglar,2023,0.7275634512211229
2023-09-01,Cano Palos,-15.16562241852838,9,manglar,2023,0.7427234541698369
2023-10-01,Cano Palos,-15.429145645486752,10,manglar,2023,0.3886358760703447
2023-11-01,Cano Palos,-15.06728384954895,11,manglar,2023,0.874857786788635
2023-12-01,Cano Palos,-15.056361448851616,12,manglar,2023,0.8895338609039619
2024-01-01,Cano Palos,-15.019636716168772,1,manglar,2024,0.9388796882229086
2024-02-01,Cano Palos,-15.19183730167882,2,manglar,2024,0.7074993694011474
2024-03-01,Cano Palos,-15.453833867503217,3,manglar,2024,0.3554631161497416
2024-04-01,Cano Palos,-15.358550727862681,4,manglar,2024,0.483491967869756
2024-05-01,Cano Palos,-15.041454034992796,5,manglar,2024,0.909564467427425
2024-06-01,Cano Palos,-14.783177755333988,6,manglar,2024,1.2566018933139156
2024-07-01,Cano Palos,-14.801275228769885,7,manglar,2024,1.2322849076250255
2024-08-01,Cano Palos,-15.100214562028212,8,manglar,2024,0.830609860860214
2024-09-01,Cano Palos,-15.071742828193383,9,manglar,2024,0.8688664023963442
2024-10-01,Cano Palos,-14.91823788153234,10,manglar,2024,1.0751260001436298
2024-11-01,Cano Palos,-14.757264077822477,11,manglar,2024,1.2914212578747164
2024-12-01,Cano Palos,-15.104342261126584,12,manglar,2024,0.8250636060054302
2025-01-01,Cano Palos,-15.181350530719014,1,manglar,2025,0.7215901020249875
2025-02-01,Cano Palos,-15.251056272038818,2,manglar,2025,0.6279287674684769
2025-03-01,Cano Palos,-15.4241417356307,3,manglar,2025,0.3953594667853202
2025-04-01,Cano Palos,-16.092878722366915,4,manglar,2025,-0.5032006440332399
2025-05-01,Cano Palos,-15.142708791069415,5,manglar,2025,0.7735117491754261
2025-06-01,Cano Palos,-15.180014549140672,6,manglar,2025,0.7233852169638888
2025-07-01,Cano Palos,-15.226585640412967,7,manglar,2025,0.6608091582673162
2025-08-01,Cano Palos,-15.173564773019054,8,manglar,2025,0.732051571093457
2025-09-01,Cano Palos,-15.431174380909376,9,manglar,2025,0.38590993035127974
2025-10-01,Cano Palos,-15.33423265805614,10,manglar,2025,0.5161673663203565
2025-11-01,Cano Palos,-15.525445888301038,11,manglar,2025,0.25924037593900373
2025-12-01,Cano Palos,-15.426333944875665,12,manglar,2025,0.39241386661490446
2018-01-01,Isla Boqueron,-20.416383613806325,1,manglar,2018,0.6561402900955936
2018-02-01,Isla Boqueron,-20.177976807959027,2,manglar,2018,0.8796154392510515
2018-03-01,Isla Boqueron,-20.39801694814106,3,manglar,2018,0.6733566331208954
2018-04-01,Isla Boqueron,-22.155200088860468,4,manglar,2018,-0.9737723700554912
2018-05-01,Isla Boqueron,-22.12906167294117,5,manglar,2018,-0.9492710292674515
2018-06-01,Isla Boqueron,-21.769739958776725,6,manglar,2018,-0.612453993435317
2018-07-01,Isla Boqueron,-22.896426154335543,7,manglar,2018,-1.668574705715546
2018-08-01,Isla Boqueron,-22.694838260265406,8,manglar,2018,-1.4796124630683563
2018-09-01,Isla Boqueron,-22.7067083967322,9,manglar,2018,-1.4907391610163645
2018-10-01,Isla Boqueron,-22.012391583603428,10,manglar,2018,-0.8399081043120609
2018-11-01,Isla Boqueron,-22.653981989601483,11,manglar,2018,-1.441315061498352
2018-12-01,Isla Boqueron,-22.746541429854734,12,manglar,2018,-1.5280774114355835
2019-01-01,Isla Boqueron,-22.575800132924478,1,manglar,2019,-1.368029812698302
2019-02-01,Isla Boqueron,-22.686526084864298,2,manglar,2019,-1.4718208875260081
2019-03-01,Isla Boqueron,-22.730492673906255,3,manglar,2019,-1.513033805123258
2019-04-01,Isla Boqueron,-22.97821213599995,4,manglar,2019,-1.745238349550385
2019-05-01,Isla Boqueron,-22.816326229268245,5,manglar,2019,-1.593491519066836
2019-06-01,Isla Boqueron,-22.79206139894917,6,manglar,2019,-1.5707464193390175
2019-07-01,Isla Boqueron,-22.70721166014655,7,manglar,2019,-1.4912109045397384
2019-08-01,Isla Boqueron,-23.15219018582066,8,manglar,2019,-1.9083199801073667
2019-09-01,Isla Boqueron,-22.45760905634333,9,manglar,2019,-1.257241161451769
2019-10-01,Isla Boqueron,-22.565378325972677,10,manglar,2019,-1.3582607339392219
2019-11-01,Isla Boqueron,-23.014661490245505,11,manglar,2019,-1.7794048442848631
2019-12-01,Isla Boqueron,-22.657974286655516,12,manglar,2019,-1.4450573169950112
2020-01-01,Isla Boqueron,-21.64268484419273,1,manglar,2020,-0.49335646775138686
2020-02-01,Isla Boqueron,-20.562762563087098,2,manglar,2020,0.5189292008086019
2020-03-01,Isla Boqueron,-20.76071359027024,3,manglar,2020,0.3333760444378778
2020-04-01,Isla Boqueron,-20.709411383270282,4,manglar,2020,0.3814651429037277
2020-05-01,Isla Boqueron,-20.561000622174774,5,manglar,2020,0.520580789599389
2020-06-01,Isla Boqueron,-20.6137383599713,6,manglar,2020,0.4711460690664987
2020-07-01,Isla Boqueron,-20.296350069795526,7,manglar,2020,0.7686560131939216
2020-08-01,Isla Boqueron,-20.355603215017727,8,manglar,2020,0.7131139517187863
2020-09-01,Isla Boqueron,-20.44013113053992,9,manglar,2020,0.633880104086007
2020-10-01,Isla Boqueron,-20.424560064954452,10,manglar,2020,0.6484759382605185
2020-11-01,Isla Boqueron,-20.13130717886052,11,manglar,2020,0.9233621028026733
2020-12-01,Isla Boqueron,-20.351050171591318,12,manglar,2020,0.7173818334816907
2021-01-01,Isla Boqueron,-20.251938787576407,1,manglar,2021,0.8102857723898893
2021-02-01,Isla Boqueron,-20.37432496225781,2,manglar,2021,0.6955647662328316
2021-03-01,Isla Boqueron,-20.449277923091813,3,manglar,2021,0.6253061842997685
2021-04-01,Isla Boqueron,-20.565628094707836,4,manglar,2021,0.5162431402992205
2021-05-01,Isla Boqueron,-20.411031569761242,5,manglar,2021,0.6611571302693069
2021-06-01,Isla Boqueron,-20.37970575702125,6,manglar,2021,0.6905209760270068
2021-07-01,Isla Boqueron,-20.063432955773475,7,manglar,2021,0.9869852954136414
2021-08-01,Isla Boqueron,-20.47303838320644,8,manglar,2021,0.6030338655660511
2021-09-01,Isla Boqueron,-20.24825724826667,9,manglar,2021,0.8137367332105819
2021-10-01,Isla Boqueron,-20.18870211428277,10,manglar,2021,0.8695618695892379
2021-11-01,Isla Boqueron,-20.1694012675779,11,manglar,2021,0.8876538849613156
2021-12-01,Isla Boqueron,-20.17152852049849,12,manglar,2021,0.8856598640187049
2022-02-01,Isla Boqueron,-20.080303388578955,2,manglar,2022,0.9711714746876658
2022-03-01,Isla Boqueron,-20.06581299734248,3,manglar,2022,0.9847543182284927
2022-04-01,Isla Boqueron,-20.042973720076557,4,manglar,2022,1.0061631487166385
2022-05-01,Isla Boqueron,-19.56719842666593,5,manglar,2022,1.4521401596561814
2022-06-01,Isla Boqueron,-19.619683158573107,6,manglar,2022,1.402942599000747
2022-07-01,Isla Boqueron,-19.648802754280457,7,manglar,2022,1.375646792696397
2022-08-01,Isla Boqueron,-19.820418258656897,8,manglar,2022,1.2147797389996207
2022-09-01,Isla Boqueron,-19.682184888754342,9,manglar,2022,1.3443554146916201
2022-10-01,Isla Boqueron,-19.761375611320883,10,manglar,2022,1.27012448628171
2022-11-01,Isla Boqueron,-19.560043888891745,11,manglar,2022,1.4588466015739858
2022-12-01,Isla Boqueron,-19.63067630848114,12,manglar,2022,1.3926379610662105
2023-01-01,Isla Boqueron,-19.717611313094867,1,manglar,2023,1.3111477827391407
2023-02-01,Isla Boqueron,-19.764629301534896,2,manglar,2023,1.267074577939966
2023-03-01,Isla Boqueron,-19.850740170551123,3,manglar,2023,1.1863569187736698
2023-04-01,Isla Boqueron,-19.909995587493672,4,manglar,2023,1.130812727858304
2023-05-01,Isla Boqueron,-19.67376665565203,5,manglar,2023,1.3522464054352714
2023-06-01,Isla Boqueron,-19.64030560347667,6,manglar,2023,1.3836117584469512
2023-07-01,Isla Boqueron,-19.678847625602625,7,manglar,2023,1.347483661714395
2023-08-01,Isla Boqueron,-20.87266561323291,8,manglar,2023,0.22843568864173053
2023-09-01,Isla Boqueron,-21.47377246258517,9,manglar,2023,-0.33502323754095975
2023-10-01,Isla Boqueron,-20.42756204405578,10,manglar,2023,0.6456619761127248
2023-11-01,Isla Boqueron,-21.48535414948536,11,manglar,2023,-0.34587955180721225
2023-12-01,Isla Boqueron,-20.919119175717842,12,manglar,2023,0.18489155923557735
2024-01-01,Isla Boqueron,-21.39228901520548,1,manglar,2024,-0.25864317996600794
2024-02-01,Isla Boqueron,-21.593005093718638,2,manglar,2024,-0.4467882097364939
2024-03-01,Isla Boqueron,-21.88266706532944,3,manglar,2024,-0.7183083623610359
2024-04-01,Isla Boqueron,-21.571715403946158,4,manglar,2024,-0.426831914527263
2024-05-01,Isla Boqueron,-21.49803783428421,5,manglar,2024,-0.3577688447415744
2024-06-01,Isla Boqueron,-21.498304875320137,6,manglar,2024,-0.3580191607303401
2024-07-01,Isla Boqueron,-21.287883991934173,7,manglar,2024,-0.1607771477224526
2024-08-01,Isla Boqueron,-21.40223788931315,8,manglar,2024,-0.2679689461379853
2024-09-01,Isla Boqueron,-21.490259610606184,9,manglar,2024,-0.3504777789918616
2024-10-01,Isla Boqueron,-21.13437190032008,10,manglar,2024,-0.016879671940661017
2024-11-01,Isla Boqueron,-21.15489758019941,11,manglar,2024,-0.036119807960471755
2024-12-01,Isla Boqueron,-21.367487742539083,12,manglar,2024,-0.23539523581160118
2025-01-01,Isla Boqueron,-21.459579404811166,1,manglar,2025,-0.3217191051704714
2025-02-01,Isla Boqueron,-21.656864962118437,2,manglar,2025,-0.5066484707092188
2025-03-01,Isla Boqueron,-21.846005158799546,3,manglar,2025,-0.6839426277043704
2025-04-01,Isla Boqueron,-22.585239012741937,4,manglar,2025,-1.3768775260325354
2025-05-01,Isla Boqueron,-22.088824968911638,5,manglar,2025,-0.9115543902538698
2025-06-01,Isla Boqueron,-21.92084689334805,6,manglar,2025,-0.7540969495654362
2025-07-01,Isla Boqueron,-21.582213375041253,7,manglar,2025,-0.4366723871931679
2025-08-01,Isla Boqueron,-21.71973125493679,8,manglar,2025,-0.5655773847328838
2025-09-01,Isla Boqueron,-21.81278258155283,9,manglar,2025,-0.6528008136980467
2025-10-01,Isla Boqueron,-21.528602824021085,10,manglar,2025,-0.38641951860177426
2025-11-01,Isla Boqueron,-21.538649743712593,11,manglar,2025,-0.395837189664616
2025-12-01,Isla Boqueron,-21.66098543272658,12,manglar,2025,-0.5105108721221016
2018-01-01,Punta Cerro,-20.654211696738876,1,limnologica,2018,0.9963325391096255
2018-02-01,Punta Cerro,-20.748053922092826,2,limnologica,2018,0.9139518446017312
2018-03-01,Punta Cerro,-21.0983250338859,3,limnologica,2018,0.6064615080636778
2018-04-01,Punta Cerro,-22.77532626937707,4,limnologica,2018,-0.8657172041235387
2018-05-01,Punta Cerro,-23.01574308579805,5,limnologica,2018,-1.076770429187576
2018-06-01,Punta Cerro,-22.486927666552997,6,limnologica,2018,-0.6125425047156485
2018-07-01,Punta Cerro,-23.566824463716863,7,limnologica,2018,-1.5605448332161203
2018-08-01,Punta Cerro,-23.340361533555175,8,limnologica,2018,-1.3617412200596097
2018-09-01,Punta Cerro,-23.343622101366698,9,limnologica,2018,-1.3646035545768298
2018-10-01,Punta Cerro,-22.674705738135586,10,limnologica,2018,-0.7773860801102054
2018-11-01,Punta Cerro,-23.264240720938105,11,limnologica,2018,-1.294917512648076
2018-12-01,Punta Cerro,-23.2402801356138,12,limnologica,2018,-1.2738833816650696
2019-01-01,Punta Cerro,-23.40546112175864,1,limnologica,2019,-1.418889793296783
2019-02-01,Punta Cerro,-23.740023562255853,2,limnologica,2019,-1.712590055630305
2019-03-01,Punta Cerro,-23.69478746463005,3,limnologica,2019,-1.6728789221273976
2019-04-01,Punta Cerro,-23.431239086740312,4,limnologica,2019,-1.4415193361297725
2019-05-01,Punta Cerro,-23.254975319867622,5,limnologica,2019,-1.2867837522624754
2019-06-01,Punta Cerro,-23.463993268734818,6,limnologica,2019,-1.470273047484847
2019-07-01,Punta Cerro,-23.17683246406694,7,limnologica,2019,-1.2181849662958182
2019-08-01,Punta Cerro,-23.538834804433844,8,limnologica,2019,-1.5359737239731592
2019-09-01,Punta Cerro,-23.075959986579782,9,limnologica,2019,-1.1296326677886057
2019-10-01,Punta Cerro,-22.994209341906956,10,limnologica,2019,-1.057866734497765
2019-11-01,Punta Cerro,-23.167081676490145,11,limnologica,2019,-1.2096251026571887
2019-12-01,Punta Cerro,-23.120277335428906,12,limnologica,2019,-1.1685372649799997
2020-01-01,Punta Cerro,-22.180831903909482,1,limnologica,2020,-0.34383210897016686
2020-02-01,Punta Cerro,-21.238641706590574,2,limnologica,2020,0.4832825776317865
2020-03-01,Punta Cerro,-21.382646273440187,3,limnologica,2020,0.3568661783548656
2020-04-01,Punta Cerro,-21.360619644017973,4,limnologica,2020,0.3762025594202755
2020-05-01,Punta Cerro,-20.96359259823751,5,limnologica,2020,0.7247382388167096
2020-06-01,Punta Cerro,-20.83763040113663,6,limnologica,2020,0.8353158944485118
2020-07-01,Punta Cerro,-20.788051346809656,7,limnologica,2020,0.8788395525149683
2020-08-01,Punta Cerro,-20.782152291412118,8,limnologica,2020,0.8840181198257584
2020-09-01,Punta Cerro,-20.656653034300703,9,limnologica,2020,0.9941893771895739
2020-10-01,Punta Cerro,-20.588729333286707,10,limnologica,2020,1.0538171368891582
2020-11-01,Punta Cerro,-20.63471454180784,11,limnologica,2020,1.0134483860334254
2020-12-01,Punta Cerro,-20.672517915357602,12,limnologica,2020,0.9802621720873615
2021-01-01,Punta Cerro,-20.798415604905017,1,limnologica,2021,0.8697411453029212
2021-02-01,Punta Cerro,-20.97134354838855,2,limnologica,2021,0.7179339601017681
2021-03-01,Punta Cerro,-21.056613568447066,3,limnologica,2021,0.6430784944877804
2021-04-01,Punta Cerro,-21.07584957251911,4,limnologica,2021,0.6261919024548787
2021-05-01,Punta Cerro,-20.986197550097465,5,limnologica,2021,0.7048941694064125
2021-06-01,Punta Cerro,-20.7130922428317,6,limnologica,2021,0.9446434379418356
2021-07-01,Punta Cerro,-20.564647245656257,7,limnologica,2021,1.074957930350883
2021-08-01,Punta Cerro,-20.8742388554024,8,limnologica,2021,0.8031786569107218
2021-09-01,Punta Cerro,-20.693515848744838,9,limnologica,2021,0.9618288460537291
2021-10-01,Punta Cerro,-20.72805777667363,10,limnologica,2021,0.9315057372220416
2021-11-01,Punta Cerro,-20.610611210692124,11,limnologica,2021,1.0346078283822928
2021-12-01,Punta Cerro,-20.711693431466838,12,limnologica,2021,0.9458714038312653
2022-02-01,Punta Cerro,-20.896644622822393,2,limnologica,2022,0.7835094443139455
2022-03-01,Punta Cerro,-20.76210687679101,3,limnologica,2022,0.9016152640959111
2022-04-01,Punta Cerro,-20.658102842610997,4,limnologica,2022,0.992916642926774
2022-05-01,Punta Cerro,-20.226483143766632,5,limnologica,2022,1.3718199609158181
2022-06-01,Punta Cerro,-20.183470945951726,6,limnologica,2022,1.4095788132335059
2022-07-01,Punta Cerro,-20.212108792088817,7,limnologica,2022,1.3844386842021938
2022-08-01,Punta Cerro,-20.460381103711306,8,limnologica,2022,1.1664894041057545
2022-09-01,Punta Cerro,-20.297942524478625,9,limnologica,2022,1.3090883559271878
2022-10-01,Punta Cerro,-20.305780696408423,10,limnologica,2022,1.3022075083682818
2022-11-01,Punta Cerro,-20.11952518585713,11,limnologica,2022,1.4657144825184036
2022-12-01,Punta Cerro,-20.339116207231587,12,limnologica,2022,1.2729434694665003
2023-01-01,Punta Cerro,-20.34267563002271,1,limnologica,2023,1.2698187809750026
2023-02-01,Punta Cerro,-20.508216143986335,2,limnologica,2023,1.1244967528785836
2023-03-01,Punta Cerro,-20.653432896288948,3,limnologica,2023,0.9970162198482931
2023-04-01,Punta Cerro,-20.670990950626113,4,limnologica,2023,0.9816026391808763
2023-05-01,Punta Cerro,-20.294428617859325,5,limnologica,2023,1.3121730874181772
2023-06-01,Punta Cerro,-20.304768530261466,6,limnologica,2023,1.3030960524094017
2023-07-01,Punta Cerro,-20.185262435946253,7,limnologica,2023,1.4080061289818648
2023-08-01,Punta Cerro,-21.44120443193429,8,limnologica,2023,0.30546008959628973
2023-09-01,Punta Cerro,-22.58777130097984,9,limnologica,2023,-0.7010694829437256
2023-10-01,Punta Cerro,-21.75578098777123,10,limnologica,2023,0.02930471233404136
2023-11-01,Punta Cerro,-22.08136524343077,11,limnologica,2023,-0.2565139263534295
2023-12-01,Punta Cerro,-22.15687552215775,12,limnologica,2023,-0.32280166815144035
2024-01-01,Punta Cerro,-22.49582247866,1,limnologica,2024,-0.6203509384577965
2024-02-01,Punta Cerro,-22.29454803800689,2,limnologica,2024,-0.44365938894315976
2024-03-01,Punta Cerro,-22.857059767090103,3,limnologica,2024,-0.9374680847187373
2024-04-01,Punta Cerro,-22.494837171739597,4,limnologica,2024,-0.6194859731599256
2024-05-01,Punta Cerro,-22.32175578148615,5,limnologica,2024,-0.46754408259103564
2024-06-01,Punta Cerro,-22.270117040374952,6,limnologica,2024,-0.4222123000143898
2024-07-01,Punta Cerro,-21.93392183262994,7,limnologica,2024,-0.1270786903861286
2024-08-01,Punta Cerro,-22.523851499760774,8,limnologica,2024,-0.6449566020164885
2024-09-01,Punta Cerro,-22.148255372170585,9,limnologica,2024,-0.3152343503472586
2024-10-01,Punta Cerro,-22.028592335084927,10,limnologica,2024,-0.2101864993946749
2024-11-01,Punta Cerro,-22.143169195732387,11,limnologica,2024,-0.31076938006561783
2024-12-01,Punta Cerro,-22.238084692271304,12,limnologica,2024,-0.3940922605167745
2025-01-01,Punta Cerro,-22.38671690319441,1,limnologica,2025,-0.5245711011016663
2025-02-01,Punta Cerro,-22.95521280046763,2,limnologica,2025,-1.0236330816292354
2025-03-01,Punta Cerro,-22.4790550940624,3,limnologica,2025,-0.6056314581489985
2025-04-01,Punta Cerro,-23.772856041544053,4,limnologica,2025,-1.7414125013467854
2025-05-01,Punta Cerro,-22.90568079349601,5,limnologica,2025,-0.98015072473391
2025-06-01,Punta Cerro,-22.964663404785377,6,limnologica,2025,-1.031929425245115
2025-07-01,Punta Cerro,-22.725278667466412,7,limnologica,2025,-0.8217822250850092
2025-08-01,Punta Cerro,-22.49345970153635,8,limnologica,2025,-0.6182767419041711
2025-09-01,Punta Cerro,-22.736711796680673,9,limnologica,2025,-0.8318189555815081
2025-10-01,Punta Cerro,-22.184799245567106,10,limnologica,2025,-0.3473148946764143
2025-11-01,Punta Cerro,-22.39702218238172,11,limnologica,2025,-0.5336177328641382
2025-12-01,Punta Cerro,-22.631206217086444,12,limnologica,2025,-0.7391994243561143
2018-01-01,Punta Chino,-19.68146833209618,1,manglar,2018,0.8545259128441383
2018-02-01,Punta Chino,-19.847290166463445,2,manglar,2018,0.6908120716702871
2018-03-01,Punta Chino,-19.959334767222963,3,manglar,2018,0.5801918264949483
2018-04-01,Punta Chino,-21.45392075806235,4,manglar,2018,-0.8953943920425443
2018-05-01,Punta Chino,-21.59322917483799,5,manglar,2018,-1.0329318647475887
2018-06-01,Punta Chino,-21.476165129625965,6,manglar,2018,-0.9173559842965069
2018-07-01,Punta Chino,-22.35248165313598,7,manglar,2018,-1.782532423185677
2018-08-01,Punta Chino,-21.85914694196349,8,manglar,2018,-1.2954691793214266
2018-09-01,Punta Chino,-21.787095529576636,9,manglar,2018,-1.2243337131817398
2018-10-01,Punta Chino,-21.25045881703447,10,manglar,2018,-0.6945189402333021
2018-11-01,Punta Chino,-21.856482522750973,11,manglar,2018,-1.2928386312669848
2018-12-01,Punta Chino,-22.000170861157805,12,manglar,2018,-1.434700346295236
2019-01-01,Punta Chino,-21.82839737272686,1,manglar,2019,-1.26511051085428
2019-02-01,Punta Chino,-22.40494757543166,2,manglar,2019,-1.834331377783724
2019-03-01,Punta Chino,-22.304541213684146,3,manglar,2019,-1.7352014216913934
2019-04-01,Punta Chino,-22.30697820246642,4,manglar,2019,-1.7376074305017903
2019-05-01,Punta Chino,-22.01194265893427,5,manglar,2019,-1.4463224962905041
2019-06-01,Punta Chino,-22.220156270814904,6,manglar,2019,-1.651889213820372
2019-07-01,Punta Chino,-21.871703959376273,7,manglar,2019,-1.307866566928298
2019-08-01,Punta Chino,-22.59145420722769,8,manglar,2019,-2.0184670630041577
2019-09-01,Punta Chino,-22.07269879233013,9,manglar,2019,-1.5063062735238275
2019-10-01,Punta Chino,-21.77911433553002,10,manglar,2019,-1.216453979252183
2019-11-01,Punta Chino,-22.213881467815863,11,manglar,2019,-1.6456941786158585
2019-12-01,Punta Chino,-21.864876732451172,12,manglar,2019,-1.301126130430664
2020-01-01,Punta Chino,-21.0032833514061,1,manglar,2020,-0.45048566755624975
2020-02-01,Punta Chino,-20.118609524446097,2,manglar,2020,0.4229418334133405
2020-03-01,Punta Chino,-20.232829976934383,3,manglar,2020,0.3101733968028946
2020-04-01,Punta Chino,-20.54099502859685,4,manglar,2020,0.005925861997185966
2020-05-01,Punta Chino,-20.354297496781335,5,manglar,2020,0.19025002044003314
2020-06-01,Punta Chino,-19.956091177638513,6,manglar,2020,0.5833941822769118
2020-07-01,Punta Chino,-20.0045433906346,7,manglar,2020,0.5355579131074716
2020-08-01,Punta Chino,-19.89218611809384,8,manglar,2020,0.646486855255854
2020-09-01,Punta Chino,-19.79894449457262,9,manglar,2020,0.7385431541274244
2020-10-01,Punta Chino,-19.746702692341174,10,manglar,2020,0.7901208377647436
2020-11-01,Punta Chino,-19.70761781937975,11,manglar,2020,0.8287088482563828
2020-12-01,Punta Chino,-19.673399516835563,12,manglar,2020,0.862492154111933
2021-01-01,Punta Chino,-19.50669341640713,1,manglar,2021,1.0270790202046418
2021-02-01,Punta Chino,-19.79241775202383,2,manglar,2021,0.7449869261258006
2021-03-01,Punta Chino,-19.867798434121013,3,manglar,2021,0.6705645132781529
2021-04-01,Punta Chino,-19.809109333910556,4,manglar,2021,0.7285075342750786
2021-05-01,Punta Chino,-19.679731683849116,5,manglar,2021,0.8562404841271034
2021-06-01,Punta Chino,-19.760214744518628,6,manglar,2021,0.7767805561754503
2021-07-01,Punta Chino,-19.52204374979503,7,manglar,2021,1.0119238263677048
2021-08-01,Punta Chino,-19.815444702200796,8,manglar,2021,0.7222527037094658
2021-09-01,Punta Chino,-19.552383099690342,9,manglar,2021,0.9819701623702493
2021-10-01,Punta Chino,-19.663498474865072,10,manglar,2021,0.87226733009402
2021-11-01,Punta Chino,-19.632202529259544,11,manglar,2021,0.9031654291760816
2021-12-01,Punta Chino,-19.45698498345081,12,manglar,2021,1.0761555397659217
2022-02-01,Punta Chino,-19.55828251883442,2,manglar,2022,0.9761457389916451
2022-03-01,Punta Chino,-19.449251237105607,3,manglar,2022,1.0837909716477878
2022-04-01,Punta Chino,-19.430653071205374,4,manglar,2022,1.1021527102567823
2022-05-01,Punta Chino,-18.891904848726664,5,manglar,2022,1.6340521507865875
2022-06-01,Punta Chino,-19.391666809720093,6,manglar,2022,1.140643362860632
2022-07-01,Punta Chino,-19.253296503972464,7,manglar,2022,1.2772546501786337
2022-08-01,Punta Chino,-19.206164482354488,8,manglar,2022,1.3237875107685002
2022-09-01,Punta Chino,-19.19849025835088,9,manglar,2022,1.331364176980482
2022-10-01,Punta Chino,-19.235212560705083,10,manglar,2022,1.2951087031576631
2022-11-01,Punta Chino,-19.175220349534584,11,manglar,2022,1.3543382694491706
2022-12-01,Punta Chino,-19.348134912308623,12,manglar,2022,1.1836218654565762
2023-01-01,Punta Chino,-19.232880308788495,1,manglar,2023,1.297411306559119
2023-02-01,Punta Chino,-19.443771212798055,2,manglar,2023,1.0892013317040417
2023-03-01,Punta Chino,-19.54254252544936,3,manglar,2023,0.9916856393126857
2023-04-01,Punta Chino,-19.463211682010424,4,manglar,2023,1.0700079974780434
2023-05-01,Punta Chino,-19.09061388566512,5,manglar,2023,1.4378691822572418
2023-06-01,Punta Chino,-19.18989817972719,6,manglar,2023,1.3398470296790985
2023-07-01,Punta Chino,-19.36172805351477,7,manglar,2023,1.1702015256746139
2023-08-01,Punta Chino,-20.30153944911687,8,manglar,2023,0.24233738679284328
2023-09-01,Punta Chino,-20.49713757667961,9,manglar,2023,0.04922578052037882
2023-10-01,Punta Chino,-19.975246927331405,10,manglar,2023,0.564481948102476
2023-11-01,Punta Chino,-20.713112496953876,11,manglar,2023,-0.16400358056004974
2023-12-01,Punta Chino,-20.686806460010718,12,manglar,2023,-0.13803195643432006
2024-01-01,Punta Chino,-20.71077249665245,1,manglar,2024,-0.161693327274309
2024-02-01,Punta Chino,-20.85287968212283,2,manglar,2024,-0.3019939896118954
2024-03-01,Punta Chino,-21.178242757207187,3,manglar,2024,-0.6232209197170171
2024-04-01,Punta Chino,-21.012228849732427,4,manglar,2024,-0.4593174471455021
2024-05-01,Punta Chino,-21.028042679645022,5,manglar,2024,-0.47493024535473477
2024-06-01,Punta Chino,-20.993183344301023,6,manglar,2024,-0.44051405576360053
2024-07-01,Punta Chino,-20.728174945596503,7,manglar,2024,-0.1788745493572397
2024-08-01,Punta Chino,-20.972617399851334,8,manglar,2024,-0.42020955378969527
2024-09-01,Punta Chino,-20.559682797899892,9,manglar,2024,-0.012524340940478844
2024-10-01,Punta Chino,-20.503907372769223,10,manglar,2024,0.04254204477457992
2024-11-01,Punta Chino,-20.648596964895447,11,manglar,2024,-0.10030819563705365
2024-12-01,Punta Chino,-20.761267812049375,12,manglar,2024,-0.21154672611324896
2025-01-01,Punta Chino,-20.732356383088234,1,manglar,2025,-0.18300283075040918
2025-02-01,Punta Chino,-21.265196612823438,2,manglar,2025,-0.7090693832931937
2025-03-01,Punta Chino,-21.000542372614344,3,manglar,2025,-0.44777953317842945
2025-04-01,Punta Chino,-21.88498789191081,4,manglar,2025,-1.3209816288224199
