CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2019-05-01 00:00,m^3/s,5155.36519999995,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2019-06-01 00:00,m^3/s,5610.3682,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2019-07-01 00:00,m^3/s,4457.248,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2019-08-01 00:00,m^3/s,2932.034,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2019-09-01 00:00,m^3/s,3191.4564,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2019-10-01 00:00,m^3/s,4725.8344,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2019-11-01 00:00,m^3/s,5243.682,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2019-12-01 00:00,m^3/s,4525.7112,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-01-01 00:00,m^3/s,3548.714,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-02-01 00:00,m^3/s,2143.76,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-03-01 00:00,m^3/s,2554.5284,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-04-01 00:00,m^3/s,2797.85,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-05-01 00:00,m^3/s,2905.19719999996,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-06-01 00:00,m^3/s,3700.506,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-07-01 00:00,m^3/s,4315.0552,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-08-01 00:00,m^3/s,4420.3832,Definitivo
